text,label,scam_category,caller_type,audio_duration,urgency_level,contains_blackmail,language_style
Namaste sir Cab 3 minute mein pahunch raha hai.,0,none,office_colleague,84,low,False,hinglish
Dhyan se suniye Project ka review meeting kal 4 baje hai kya?,0,none,family,95,low,False,hinglish
Hello ma'am Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,aadhaar,other_scammer,119,medium,False,hinglish
"CBI se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,168,medium,False,hinglish
"Ji haan suniye Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,90,medium,False,hinglish
Madam ek minute Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,150,medium,False,hinglish
Namaste sir Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,161,medium,False,hinglish
"Namaste sir School fees ki last date kal hai, payment kar dena.",0,none,friend,17,low,False,hinglish
"Hello ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,delivery_agent,22,low,False,hinglish
ACP Sharma bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,amazon,other_scammer,86,medium,False,hinglish
Dhyan se suniye National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,186,medium,False,hinglish
"Namaste sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,office_colleague,67,low,False,hinglish
"Namaste ma'am Beta ghar aa gaya hoon, darwaza khol do.",0,none,doctor_clinic,64,low,False,hinglish
"Ji haan suniye Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,doctor_clinic,16,low,False,hinglish
"Aap sun rahe hain na? Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,office_colleague,27,low,False,hinglish
Hello ji Aapka order deliver ho chuka hai. Feedback de dena.,0,none,doctor_clinic,94,low,False,hinglish
Namaste sir National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,247,medium,False,hinglish
Madam ek minute Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,239,high,False,hinglish
"Namaste ma'am School fees ki last date kal hai, payment kar dena.",0,none,friend,18,low,False,hinglish
"Namaste sir Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,delivery_agent,16,low,False,hinglish
Hello ji Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,128,medium,False,hinglish
Namaste sir Aapke documents ka misuse karke financial fraud kiya gaya hai.,1,police_digital_arrest,police_impersonator,106,high,False,hinglish
"Ji namaskar School fees ki last date kal hai, payment kar dena.",0,none,friend,64,low,False,hinglish
Madam ek minute Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,227,high,True,hinglish
Hello ma'am Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,207,high,False,hinglish
Madam ek minute Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,225,high,True,hinglish
"Namaste sir Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,doctor_clinic,55,low,False,hinglish
Hello ma'am Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,226,high,True,hinglish
"Namaste ma'am Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,160,medium,False,hinglish
"Dhyan se suniye Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,relative,other_scammer,65,medium,False,hinglish
"Madam ek minute Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,office_colleague,15,low,False,hinglish
Hello ji Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,119,medium,False,hinglish
Madam ek minute Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,255,medium,False,hinglish
"Madam ek minute Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,office_colleague,43,low,False,hinglish
Delhi Police se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,219,high,True,hinglish
"Sir ek minute suniye Beta ghar aa gaya hoon, darwaza khol do.",0,none,office_colleague,65,low,False,hinglish
Delhi Police se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,143,high,True,hinglish
"Hello sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,doctor_clinic,91,low,False,hinglish
"Sir ek minute suniye Beta ghar aa gaya hoon, darwaza khol do.",0,none,delivery_agent,52,low,False,hinglish
Dhyan se suniye Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,214,high,True,hinglish
Inspector Rajesh Kumar bol raha hoon. Aapka mobile number cyber fraud investigation mein aaya hai.,1,police_digital_arrest,police_impersonator,169,medium,False,hinglish
Cyber Crime Department se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,lottery,other_scammer,121,medium,False,hinglish
Namaste ma'am Cab 3 minute mein pahunch raha hai.,0,none,family,45,low,False,hinglish
"Madam ek minute Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,family,51,low,False,hinglish
National Cyber Cell se bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,92,high,False,hinglish
"Aap sun rahe hain na? Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,43,low,False,hinglish
"Madam ek minute Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,aadhaar,other_scammer,100,medium,False,hinglish
Special Investigation Team se bol raha hoon. Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,148,medium,False,hinglish
Ji haan suniye Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,146,medium,False,hinglish
"Sir ek minute suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,doctor_clinic,92,low,False,hinglish
National Cyber Cell se bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,197,high,True,hinglish
Madam ek minute Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,139,high,True,hinglish
Namaste sir Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,96,medium,False,hinglish
"Hello sir Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,aadhaar,other_scammer,141,medium,False,hinglish
"Aap sun rahe hain na? Beta ghar aa gaya hoon, darwaza khol do.",0,none,office_colleague,34,low,False,hinglish
Dhyan se suniye Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,130,medium,False,hinglish
"Ji haan suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,delivery_agent,92,low,False,hinglish
"Madam ek minute Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,family,22,low,False,hinglish
"Dhyan se suniye Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,family,70,low,False,hinglish
ACP Sharma bol raha hoon. Ek gang aapke number ka misuse karke gande videos bana raha hai. Turant verify karna hoga.,1,police_blackmail,police_impersonator,201,high,True,hinglish
"Ji haan suniye Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,delivery_agent,82,low,False,hinglish
Namaste ma'am Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,93,high,True,hinglish
"Ji namaskar Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,aadhaar,other_scammer,95,medium,False,hinglish
"Hello sir Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,126,medium,False,hinglish
"Hello ma'am Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,doctor_clinic,85,low,False,hinglish
"Ji haan suniye Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,friend,88,low,False,hinglish
"Hello ji Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,84,low,False,hinglish
Namaste ma'am Project ka review meeting kal 4 baje hai kya?,0,none,delivery_agent,73,low,False,hinglish
"Hello ma'am Beta ghar aa gaya hoon, darwaza khol do.",0,none,delivery_agent,46,low,False,hinglish
Namaste ma'am Project ka review meeting kal 4 baje hai kya?,0,none,friend,61,low,False,hinglish
"Special Investigation Team se bol raha hoon. Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,lottery,other_scammer,106,medium,False,hinglish
"Namaste sir Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,friend,34,low,False,hinglish
Inspector Rajesh Kumar bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,254,high,True,hinglish
Ji haan suniye Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,amazon,other_scammer,61,medium,False,hinglish
Aap sun rahe hain na? Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,98,high,True,hinglish
"Sir ek minute suniye School fees ki last date kal hai, payment kar dena.",0,none,friend,82,low,False,hinglish
"Crime Branch se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,lottery,other_scammer,71,medium,False,hinglish
"Hello ji Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,56,low,False,hinglish
"Ji namaskar School fees ki last date kal hai, payment kar dena.",0,none,delivery_agent,78,low,False,hinglish
Namaste sir Aapka order deliver ho chuka hai. Feedback de dena.,0,none,office_colleague,30,low,False,hinglish
Dhyan se suniye Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,227,medium,False,hinglish
Ji namaskar Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,other_scammer,147,medium,False,hinglish
"Hello ma'am Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,family,43,low,False,hinglish
"Aap sun rahe hain na? Doctor appointment kal 9 baje hai, fasting rehna.",0,none,doctor_clinic,71,low,False,hinglish
"Namaste ma'am Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,delivery_agent,72,low,False,hinglish
"Hello ji Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,delivery_agent,56,low,False,hinglish
"Madam ek minute Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,36,low,False,hinglish
"Namaste sir Beta ghar aa gaya hoon, darwaza khol do.",0,none,doctor_clinic,44,low,False,hinglish
Dhyan se suniye Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,142,high,False,hinglish
"Namaste sir Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,26,low,False,hinglish
Inspector Rajesh Kumar bol raha hoon. Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,169,high,True,hinglish
"Ji haan suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,amazon,other_scammer,66,medium,False,hinglish
Dhyan se suniye Aapke naam par money laundering case register hua hai.,1,police_digital_arrest,police_impersonator,120,high,False,hinglish
"Hello ji Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,family,48,low,False,hinglish
"Aap sun rahe hain na? Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,141,medium,False,hinglish
Ji haan suniye Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,191,high,False,hinglish
"National Cyber Cell se bol raha hoon. Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,lottery,other_scammer,56,medium,False,hinglish
Delhi Police se bol raha hoon. National Cyber Cell se bol raha hoon. Verification ke liye cooperate kijiye.,1,police_digital_arrest,police_impersonator,103,medium,False,hinglish
Hello ji Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,215,high,True,hinglish
Hello ji Aapka order deliver ho chuka hai. Feedback de dena.,0,none,friend,22,low,False,hinglish
"Madam ek minute School fees ki last date kal hai, payment kar dena.",0,none,office_colleague,80,low,False,hinglish
"Sir ek minute suniye School fees ki last date kal hai, payment kar dena.",0,none,office_colleague,41,low,False,hinglish
Hello sir Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,lottery,other_scammer,86,medium,False,hinglish
Namaste sir Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,242,medium,False,hinglish
"Sir ek minute suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,doctor_clinic,87,low,False,hinglish
Police headquarters se bol raha hoon. Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,187,medium,False,hinglish
Namaste sir Aapka number telecom fraud case mein identify hua hai.,1,police_digital_arrest,police_impersonator,213,high,False,hinglish
Hello sir Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,224,high,True,hinglish
Namaste ma'am Aapke naam par ek criminal complaint register hui hai.,1,police_digital_arrest,police_impersonator,116,high,False,hinglish
Hello ji Aapka order deliver ho chuka hai. Feedback de dena.,0,none,doctor_clinic,62,low,False,hinglish
Cyber Crime Department se bol raha hoon. Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,100,high,False,hinglish
Ji namaskar Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,247,medium,False,hinglish
Hello ma'am Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,relative,other_scammer,94,medium,False,hinglish
Hello sir Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,176,high,True,hinglish
Aap sun rahe hain na? Cab 3 minute mein pahunch raha hai.,0,none,family,53,low,False,hinglish
"Dhyan se suniye School fees ki last date kal hai, payment kar dena.",0,none,office_colleague,54,low,False,hinglish
Hello ji Cab 3 minute mein pahunch raha hai.,0,none,family,26,low,False,hinglish
"Madam ek minute Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,162,medium,False,hinglish
"Namaste sir Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,relative,other_scammer,130,medium,False,hinglish
"Namaste sir Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,office_colleague,84,low,False,hinglish
Madam ek minute Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,98,high,True,hinglish
ACP Sharma bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,259,high,True,hinglish
"Ji haan suniye School fees ki last date kal hai, payment kar dena.",0,none,office_colleague,22,low,False,hinglish
"Hello ji Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,doctor_clinic,68,low,False,hinglish
"Hello ji Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,friend,81,low,False,hinglish
"Aap sun rahe hain na? Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,family,68,low,False,hinglish
"Hello sir Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,family,55,low,False,hinglish
Hello ma'am Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,109,high,True,hinglish
Namaste sir Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,223,medium,False,hinglish
Aap sun rahe hain na? Aapka order deliver ho chuka hai. Feedback de dena.,0,none,family,41,low,False,hinglish
"Ji namaskar Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,delivery_agent,94,low,False,hinglish
"Hello ji Doctor appointment kal 9 baje hai, fasting rehna.",0,none,office_colleague,58,low,False,hinglish
National Cyber Cell se bol raha hoon. Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,197,high,True,hinglish
Ji haan suniye Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,185,high,True,hinglish
"Hello ji Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,family,84,low,False,hinglish
Ji namaskar Cab 3 minute mein pahunch raha hai.,0,none,friend,29,low,False,hinglish
Hello sir Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,150,high,True,hinglish
Sir ek minute suniye Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,amazon,other_scammer,145,medium,False,hinglish
"Ji haan suniye Doctor appointment kal 9 baje hai, fasting rehna.",0,none,family,45,low,False,hinglish
Hello ma'am Aapke Aadhaar card ka istemal karke fake SIM issue ki gayi hai.,1,police_digital_arrest,police_impersonator,220,high,False,hinglish
Hello ma'am Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,187,high,True,hinglish
Hello ma'am Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,relative,other_scammer,139,medium,False,hinglish
National Cyber Cell se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,186,high,True,hinglish
Hello sir Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,197,medium,False,hinglish
"Madam ek minute Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,friend,16,low,False,hinglish
Madam ek minute Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,85,medium,False,hinglish
ACP Sharma bol raha hoon. Aapko investigation officer se turant baat karni hogi.,1,police_digital_arrest,police_impersonator,243,medium,False,hinglish
"Ji haan suniye Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,friend,50,low,False,hinglish
"Ji namaskar Beta ghar aa gaya hoon, darwaza khol do.",0,none,family,71,low,False,hinglish
"Namaste ma'am Beta ghar aa gaya hoon, darwaza khol do.",0,none,family,47,low,False,hinglish
"Namaste ma'am Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,friend,19,low,False,hinglish
Ji namaskar Project ka review meeting kal 4 baje hai kya?,0,none,friend,64,low,False,hinglish
National Cyber Cell se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,222,high,False,hinglish
Hello sir Project ka review meeting kal 4 baje hai kya?,0,none,doctor_clinic,53,low,False,hinglish
"Sir ek minute suniye Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,doctor_clinic,61,low,False,hinglish
Ji haan suniye Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,235,medium,False,hinglish
CBI se bol raha hoon. Aapke naam par registered account illegal activities mein use hua hai.,1,police_digital_arrest,police_impersonator,112,high,False,hinglish
"Sir ek minute suniye Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,family,36,low,False,hinglish
Namaste sir Cab 3 minute mein pahunch raha hai.,0,none,family,87,low,False,hinglish
National Cyber Cell se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,amazon,other_scammer,97,medium,False,hinglish
Dhyan se suniye Aapke number se pornographic material WhatsApp groups mein bheja ja raha hai. FIR ho chuki hai.,1,police_blackmail,police_impersonator,257,high,True,hinglish
Hello ma'am Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,246,medium,False,hinglish
Namaste sir Project ka review meeting kal 4 baje hai kya?,0,none,family,71,low,False,hinglish
Ji namaskar Aapka bank account investigation ke dauran freeze kiya ja sakta hai.,1,police_digital_arrest,police_impersonator,114,medium,False,hinglish
"Hello ji School fees ki last date kal hai, payment kar dena.",0,none,family,75,low,False,hinglish
Namaste ma'am Aapke phone number se koi asleel gande images aur videos share kiye ja rahe hain. Ye cyber crime hai.,1,police_blackmail,police_impersonator,120,high,True,hinglish
Sir ek minute suniye Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,222,high,True,hinglish
"Namaste ma'am School fees ki last date kal hai, payment kar dena.",0,none,office_colleague,60,low,False,hinglish
"Madam ek minute Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,office_colleague,71,low,False,hinglish
Hello ji Aapka order deliver ho chuka hai. Feedback de dena.,0,none,delivery_agent,30,low,False,hinglish
Aap sun rahe hain na? Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,210,high,False,hinglish
"Sir ek minute suniye Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,delivery_agent,76,low,False,hinglish
Police headquarters se bol raha hoon. Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,relative,other_scammer,138,medium,False,hinglish
"Madam ek minute School fees ki last date kal hai, payment kar dena.",0,none,family,85,low,False,hinglish
Hello ji Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,amazon,other_scammer,100,medium,False,hinglish
Sir ek minute suniye Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,relative,other_scammer,110,medium,False,hinglish
"Namaste ma'am Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,31,low,False,hinglish
Hello sir Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,amazon,other_scammer,121,medium,False,hinglish
"Dhyan se suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,amazon,other_scammer,127,medium,False,hinglish
"Hello ji Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,bank_kyc,bank_scammer,83,medium,False,hinglish
Namaste ma'am Investigation ke liye aapki identity verify karni hogi.,1,police_digital_arrest,police_impersonator,175,high,False,hinglish
Madam ek minute Project ka review meeting kal 4 baje hai kya?,0,none,friend,52,low,False,hinglish
Namaste sir Aapke khilaaf legal action initiate kiya gaya hai.,1,police_digital_arrest,police_impersonator,221,medium,False,hinglish
"Madam ek minute Aapke father ko accident ho gaya hai. Turant 50,000 bhej dijiye hospital ke liye.",1,relative,other_scammer,144,medium,False,hinglish
"Hello sir School fees ki last date kal hai, payment kar dena.",0,none,family,68,low,False,hinglish
"Namaste ma'am Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,delivery_agent,57,low,False,hinglish
"Hello ji Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,bank_kyc,bank_scammer,165,medium,False,hinglish
Namaste sir Cyber Crime Department se bol raha hoon. Aapke number se objectionable content circulate hua hai.,1,police_digital_arrest,police_impersonator,245,medium,False,hinglish
"Aap sun rahe hain na? Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,office_colleague,31,low,False,hinglish
"Sir ek minute suniye Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,friend,88,low,False,hinglish
"Madam ek minute School fees ki last date kal hai, payment kar dena.",0,none,family,26,low,False,hinglish
Ji namaskar Aapke Aadhaar se linked account par complaint mili hai.,1,police_digital_arrest,police_impersonator,148,medium,False,hinglish
"Hello ma'am Mummy main office pahunch gaya, aaj thoda late ho jaunga.",0,none,delivery_agent,70,low,False,hinglish
Special Investigation Team se bol raha hoon. Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,bank_scammer,86,medium,False,hinglish
Police headquarters se bol raha hoon. Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,186,high,True,hinglish
Hello ji Aapki morphed photos viral ho rahi hain. Cyber cell ne case register kar liya hai.,1,police_blackmail,police_impersonator,244,high,True,hinglish
Hello sir Congratulations! Aapne ₹40 lakh ka lottery jeeta hai. Processing fee dena hoga.,1,bank_kyc,bank_scammer,99,medium,False,hinglish
Aap sun rahe hain na? Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,125,high,True,hinglish
Sir ek minute suniye Police verification complete karna zaroori hai.,1,police_digital_arrest,police_impersonator,105,medium,False,hinglish
"Hello ma'am Doctor appointment kal 9 baje hai, fasting rehna.",0,none,delivery_agent,21,low,False,hinglish
Sir ek minute suniye Aapka Aadhaar deactivate hone wala hai. Turant update kijiye.,1,bank_kyc,bank_scammer,90,medium,False,hinglish
Sir ek minute suniye Aapke WhatsApp se ladies ko asleel messages bheje ja rahe hain. Aapko suspect maana ja raha hai.,1,police_blackmail,police_impersonator,112,high,True,hinglish
Hello sir Police station se bol raha hoon. Aapke mobile number se illegal messages bheje gaye hain.,1,police_digital_arrest,police_impersonator,234,high,False,hinglish
ACP Sharma bol raha hoon. Aapke phone se illegal obscene content circulate ho raha hai. Digital arrest ho sakta hai.,1,police_blackmail,police_impersonator,177,high,True,hinglish
"Aap sun rahe hain na? Beta ghar aa gaya hoon, darwaza khol do.",0,none,office_colleague,80,low,False,hinglish
"Hello ji Papa train mein baith gaya hoon, safely pahunch jaunga.",0,none,friend,87,low,False,hinglish
"Namaste ma'am Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,family,70,low,False,hinglish
Dhyan se suniye Aapka KYC pending hai. Account 2 ghante mein block ho jayega. OTP share kijiye.,1,bank_kyc,bank_scammer,69,medium,False,hinglish
"Sir ek minute suniye School fees ki last date kal hai, payment kar dena.",0,none,delivery_agent,63,low,False,hinglish
"Madam ek minute Bhai aaj shaam ko milte hain, coffee pe baat karte hain.",0,none,family,51,low,False,hinglish
Hello ma'am Aapke naam par registered SIM ka misuse report hua hai.,1,police_digital_arrest,police_impersonator,154,high,False,hinglish
ACP Sharma bol raha hoon. Crime Branch se bol raha hoon. Aapke account se suspicious transactions hui hain.,1,police_digital_arrest,police_impersonator,99,high,False,hinglish
Sir ek minute suniye Cab 3 minute mein pahunch raha hai.,0,none,office_colleague,45,low,False,hinglish
Aap sun rahe hain na? Cab 3 minute mein pahunch raha hai.,0,none,office_colleague,20,low,False,hinglish
"Aap sun rahe hain na? Sir kal subah 10 baje meeting hai, agenda mail kar diya.",0,none,delivery_agent,51,low,False,hinglish
"Dhyan se suniye Amazon se bol raha hoon. Aapka parcel hold hai, clearance charge ₹499 dena hoga.",1,amazon,other_scammer,126,medium,False,hinglish
"Hello ji Doctor appointment kal 9 baje hai, fasting rehna.",0,none,friend,46,low,False,hinglish
"Dhyan se suniye School fees ki last date kal hai, payment kar dena.",0,none,family,38,low,False,hinglish
